Customer ID,total_spend,purchase_frequency,avg_order_value,discounted_spend,promo_code_orders,discount_rate,promo_order_ratio,frequency_loyalty_score,frequency_loyalty_segment,revenue_loyalty_score,revenue_loyalty_segment,Review Rating,promo_dependency_segment,is_ideal_customer
1103,83,1,83.0,83,1,1.0,1.0,1,Single Frequency,83,Very High Revenue,2.9,High Promo Dependency,False
1104,23,1,23.0,23,1,1.0,1.0,1,Single Frequency,23,Low Revenue,4.3,High Promo Dependency,False
1105,28,1,28.0,28,1,1.0,1.0,1,Single Frequency,28,Low Revenue,3.1,High Promo Dependency,False
1106,83,1,83.0,83,1,1.0,1.0,1,Single Frequency,83,Very High Revenue,3.0,High Promo Dependency,False
1107,96,1,96.0,96,1,1.0,1.0,1,Single Frequency,96,Very High Revenue,3.6,High Promo Dependency,False
1108,62,1,62.0,62,1,1.0,1.0,1,Single Frequency,62,High Revenue,2.8,High Promo Dependency,False
1109,25,1,25.0,25,1,1.0,1.0,1,Single Frequency,25,Low Revenue,2.8,High Promo Dependency,False
1110,97,1,97.0,97,1,1.0,1.0,1,Single Frequency,97,Very High Revenue,3.8,High Promo Dependency,False
1111,61,1,61.0,61,1,1.0,1.0,1,Single Frequency,61,High Revenue,3.0,High Promo Dependency,False
1112,66,1,66.0,66,1,1.0,1.0,1,Single Frequency,66,High Revenue,4.1,High Promo Dependency,False
1113,67,1,67.0,67,1,1.0,1.0,1,Single Frequency,67,High Revenue,4.6,High Promo Dependency,False
1114,80,1,80.0,80,1,1.0,1.0,1,Single Frequency,80,High Revenue,4.8,High Promo Dependency,False
1115,25,1,25.0,25,1,1.0,1.0,1,Single Frequency,25,Low Revenue,2.6,High Promo Dependency,False
1116,58,1,58.0,58,1,1.0,1.0,1,Single Frequency,58,Medium Revenue,4.0,High Promo Dependency,False
1117,96,1,96.0,96,1,1.0,1.0,1,Single Frequency,96,Very High Revenue,4.2,High Promo Dependency,False
1118,77,1,77.0,77,1,1.0,1.0,1,Single Frequency,77,High Revenue,4.5,High Promo Dependency,False
1119,65,1,65.0,65,1,1.0,1.0,1,Single Frequency,65,High Revenue,4.9,High Promo Dependency,False
1120,36,1,36.0,36,1,1.0,1.0,1,Single Frequency,36,Low Revenue,3.1,High Promo Dependency,False
1121,84,1,84.0,84,1,1.0,1.0,1,Single Frequency,84,Very High Revenue,4.0,High Promo Dependency,False
1122,58,1,58.0,58,1,1.0,1.0,1,Single Frequency,58,Medium Revenue,3.2,High Promo Dependency,False
1123,62,1,62.0,62,1,1.0,1.0,1,Single Frequency,62,High Revenue,4.3,High Promo Dependency,False
1124,67,1,67.0,67,1,1.0,1.0,1,Single Frequency,67,High Revenue,2.5,High Promo Dependency,False
1125,20,1,20.0,20,1,1.0,1.0,1,Single Frequency,20,Low Revenue,3.8,High Promo Dependency,False
1126,90,1,90.0,90,1,1.0,1.0,1,Single Frequency,90,Very High Revenue,2.7,High Promo Dependency,False
1127,58,1,58.0,58,1,1.0,1.0,1,Single Frequency,58,Medium Revenue,3.4,High Promo Dependency,False
1128,53,1,53.0,53,1,1.0,1.0,1,Single Frequency,53,Medium Revenue,4.8,High Promo Dependency,False
1129,30,1,30.0,30,1,1.0,1.0,1,Single Frequency,30,Low Revenue,4.7,High Promo Dependency,False
1130,65,1,65.0,65,1,1.0,1.0,1,Single Frequency,65,High Revenue,4.7,High Promo Dependency,False
1131,41,1,41.0,41,1,1.0,1.0,1,Single Frequency,41,Medium Revenue,3.9,High Promo Dependency,False
1132,73,1,73.0,73,1,1.0,1.0,1,Single Frequency,73,High Revenue,3.7,High Promo Dependency,False
1133,98,1,98.0,98,1,1.0,1.0,1,Single Frequency,98,Very High Revenue,4.3,High Promo Dependency,False
1134,36,1,36.0,36,1,1.0,1.0,1,Single Frequency,36,Low Revenue,4.1,High Promo Dependency,False
1135,81,1,81.0,81,1,1.0,1.0,1,Single Frequency,81,High Revenue,3.8,High Promo Dependency,False
1136,90,1,90.0,90,1,1.0,1.0,1,Single Frequency,90,Very High Revenue,3.6,High Promo Dependency,False
1137,83,1,83.0,83,1,1.0,1.0,1,Single Frequency,83,Very High Revenue,4.8,High Promo Dependency,False
1138,91,1,91.0,91,1,1.0,1.0,1,Single Frequency,91,Very High Revenue,2.8,High Promo Dependency,False
1139,36,1,36.0,36,1,1.0,1.0,1,Single Frequency,36,Low Revenue,4.7,High Promo Dependency,False
1140,53,1,53.0,53,1,1.0,1.0,1,Single Frequency,53,Medium Revenue,3.9,High Promo Dependency,False
1141,39,1,39.0,39,1,1.0,1.0,1,Single Frequency,39,Low Revenue,2.6,High Promo Dependency,False
1142,33,1,33.0,33,1,1.0,1.0,1,Single Frequency,33,Low Revenue,4.7,High Promo Dependency,False
1143,76,1,76.0,76,1,1.0,1.0,1,Single Frequency,76,High Revenue,3.5,High Promo Dependency,False
1144,23,1,23.0,23,1,1.0,1.0,1,Single Frequency,23,Low Revenue,4.4,High Promo Dependency,False
1145,54,1,54.0,54,1,1.0,1.0,1,Single Frequency,54,Medium Revenue,4.4,High Promo Dependency,False
1146,89,1,89.0,89,1,1.0,1.0,1,Single Frequency,89,Very High Revenue,3.0,High Promo Dependency,False
1147,38,1,38.0,38,1,1.0,1.0,1,Single Frequency,38,Low Revenue,4.2,High Promo Dependency,False
1148,36,1,36.0,36,1,1.0,1.0,1,Single Frequency,36,Low Revenue,4.3,High Promo Dependency,False
1149,66,1,66.0,66,1,1.0,1.0,1,Single Frequency,66,High Revenue,2.6,High Promo Dependency,False
1150,42,1,42.0,42,1,1.0,1.0,1,Single Frequency,42,Medium Revenue,3.3,High Promo Dependency,False
1151,36,1,36.0,36,1,1.0,1.0,1,Single Frequency,36,Low Revenue,2.7,High Promo Dependency,False
1152,86,1,86.0,86,1,1.0,1.0,1,Single Frequency,86,Very High Revenue,3.8,High Promo Dependency,False
1153,49,1,49.0,49,1,1.0,1.0,1,Single Frequency,49,Medium Revenue,4.0,High Promo Dependency,False
1154,41,1,41.0,41,1,1.0,1.0,1,Single Frequency,41,Medium Revenue,4.0,High Promo Dependency,False
1155,82,1,82.0,82,1,1.0,1.0,1,Single Frequency,82,Very High Revenue,2.9,High Promo Dependency,False
1156,53,1,53.0,53,1,1.0,1.0,1,Single Frequency,53,Medium Revenue,2.6,High Promo Dependency,False
1157,21,1,21.0,21,1,1.0,1.0,1,Single Frequency,21,Low Revenue,4.8,High Promo Dependency,False
1158,66,1,66.0,66,1,1.0,1.0,1,Single Frequency,66,High Revenue,4.4,High Promo Dependency,False
1159,89,1,89.0,89,1,1.0,1.0,1,Single Frequency,89,Very High Revenue,4.0,High Promo Dependency,False
1160,55,1,55.0,55,1,1.0,1.0,1,Single Frequency,55,Medium Revenue,3.6,High Promo Dependency,False
1161,42,1,42.0,42,1,1.0,1.0,1,Single Frequency,42,Medium Revenue,3.2,High Promo Dependency,False
1162,52,1,52.0,52,1,1.0,1.0,1,Single Frequency,52,Medium Revenue,3.1,High Promo Dependency,False
1163,92,1,92.0,92,1,1.0,1.0,1,Single Frequency,92,Very High Revenue,4.2,High Promo Dependency,False
1164,56,1,56.0,56,1,1.0,1.0,1,Single Frequency,56,Medium Revenue,3.0,High Promo Dependency,False
1165,96,1,96.0,96,1,1.0,1.0,1,Single Frequency,96,Very High Revenue,4.2,High Promo Dependency,False
1166,64,1,64.0,64,1,1.0,1.0,1,Single Frequency,64,High Revenue,2.9,High Promo Dependency,False
1167,48,1,48.0,48,1,1.0,1.0,1,Single Frequency,48,Medium Revenue,3.7,High Promo Dependency,False
1168,83,1,83.0,83,1,1.0,1.0,1,Single Frequency,83,Very High Revenue,3.6,High Promo Dependency,False
1169,91,1,91.0,91,1,1.0,1.0,1,Single Frequency,91,Very High Revenue,3.6,High Promo Dependency,False
1170,94,1,94.0,94,1,1.0,1.0,1,Single Frequency,94,Very High Revenue,4.5,High Promo Dependency,False
1171,62,1,62.0,62,1,1.0,1.0,1,Single Frequency,62,High Revenue,3.2,High Promo Dependency,False
1172,55,1,55.0,55,1,1.0,1.0,1,Single Frequency,55,Medium Revenue,3.9,High Promo Dependency,False
1173,68,1,68.0,68,1,1.0,1.0,1,Single Frequency,68,High Revenue,4.6,High Promo Dependency,False
1174,76,1,76.0,76,1,1.0,1.0,1,Single Frequency,76,High Revenue,2.5,High Promo Dependency,False
1175,31,1,31.0,31,1,1.0,1.0,1,Single Frequency,31,Low Revenue,4.3,High Promo Dependency,False
1176,81,1,81.0,81,1,1.0,1.0,1,Single Frequency,81,High Revenue,4.1,High Promo Dependency,False
1177,83,1,83.0,83,1,1.0,1.0,1,Single Frequency,83,Very High Revenue,3.8,High Promo Dependency,False
1178,21,1,21.0,21,1,1.0,1.0,1,Single Frequency,21,Low Revenue,4.8,High Promo Dependency,False
1179,22,1,22.0,22,1,1.0,1.0,1,Single Frequency,22,Low Revenue,4.9,High Promo Dependency,False
1180,33,1,33.0,33,1,1.0,1.0,1,Single Frequency,33,Low Revenue,2.8,High Promo Dependency,False
1181,23,1,23.0,23,1,1.0,1.0,1,Single Frequency,23,Low Revenue,4.9,High Promo Dependency,False
1182,96,1,96.0,96,1,1.0,1.0,1,Single Frequency,96,Very High Revenue,3.5,High Promo Dependency,False
1183,21,1,21.0,21,1,1.0,1.0,1,Single Frequency,21,Low Revenue,3.8,High Promo Dependency,False
1184,39,1,39.0,39,1,1.0,1.0,1,Single Frequency,39,Low Revenue,4.5,High Promo Dependency,False
1185,73,1,73.0,73,1,1.0,1.0,1,Single Frequency,73,High Revenue,3.4,High Promo Dependency,False
1186,64,1,64.0,64,1,1.0,1.0,1,Single Frequency,64,High Revenue,3.9,High Promo Dependency,False
1187,68,1,68.0,68,1,1.0,1.0,1,Single Frequency,68,High Revenue,4.1,High Promo Dependency,False
1188,89,1,89.0,89,1,1.0,1.0,1,Single Frequency,89,Very High Revenue,3.0,High Promo Dependency,False
1189,29,1,29.0,29,1,1.0,1.0,1,Single Frequency,29,Low Revenue,3.3,High Promo Dependency,False
1190,97,1,97.0,97,1,1.0,1.0,1,Single Frequency,97,Very High Revenue,3.8,High Promo Dependency,False
1191,45,1,45.0,45,1,1.0,1.0,1,Single Frequency,45,Medium Revenue,4.3,High Promo Dependency,False
1192,70,1,70.0,70,1,1.0,1.0,1,Single Frequency,70,High Revenue,4.1,High Promo Dependency,False
1193,56,1,56.0,56,1,1.0,1.0,1,Single Frequency,56,Medium Revenue,4.0,High Promo Dependency,False
1194,55,1,55.0,55,1,1.0,1.0,1,Single Frequency,55,Medium Revenue,5.0,High Promo Dependency,False
1195,46,1,46.0,46,1,1.0,1.0,1,Single Frequency,46,Medium Revenue,3.1,High Promo Dependency,False
1196,95,1,95.0,95,1,1.0,1.0,1,Single Frequency,95,Very High Revenue,4.0,High Promo Dependency,False
1197,88,1,88.0,88,1,1.0,1.0,1,Single Frequency,88,Very High Revenue,3.2,High Promo Dependency,False
1198,92,1,92.0,92,1,1.0,1.0,1,Single Frequency,92,Very High Revenue,3.9,High Promo Dependency,False
1199,49,1,49.0,49,1,1.0,1.0,1,Single Frequency,49,Medium Revenue,3.9,High Promo Dependency,False
1200,89,1,89.0,89,1,1.0,1.0,1,Single Frequency,89,Very High Revenue,4.5,High Promo Dependency,False
1201,22,1,22.0,22,1,1.0,1.0,1,Single Frequency,22,Low Revenue,4.4,High Promo Dependency,False
1202,61,1,61.0,61,1,1.0,1.0,1,Single Frequency,61,High Revenue,3.1,High Promo Dependency,False
1203,29,1,29.0,29,1,1.0,1.0,1,Single Frequency,29,Low Revenue,2.9,High Promo Dependency,False
1204,82,1,82.0,82,1,1.0,1.0,1,Single Frequency,82,Very High Revenue,3.7,High Promo Dependency,False
1205,94,1,94.0,94,1,1.0,1.0,1,Single Frequency,94,Very High Revenue,3.2,High Promo Dependency,False
1206,99,1,99.0,99,1,1.0,1.0,1,Single Frequency,99,Very High Revenue,3.5,High Promo Dependency,False
1207,59,1,59.0,59,1,1.0,1.0,1,Single Frequency,59,Medium Revenue,3.0,High Promo Dependency,False
1208,90,1,90.0,90,1,1.0,1.0,1,Single Frequency,90,Very High Revenue,4.1,High Promo Dependency,False
1209,100,1,100.0,100,1,1.0,1.0,1,Single Frequency,100,Very High Revenue,3.8,High Promo Dependency,False
1210,62,1,62.0,62,1,1.0,1.0,1,Single Frequency,62,High Revenue,3.8,High Promo Dependency,False
1211,78,1,78.0,78,1,1.0,1.0,1,Single Frequency,78,High Revenue,4.1,High Promo Dependency,False
1212,94,1,94.0,94,1,1.0,1.0,1,Single Frequency,94,Very High Revenue,4.6,High Promo Dependency,False
1213,74,1,74.0,74,1,1.0,1.0,1,Single Frequency,74,High Revenue,2.5,High Promo Dependency,False
1214,52,1,52.0,52,1,1.0,1.0,1,Single Frequency,52,Medium Revenue,3.7,High Promo Dependency,False
1215,81,1,81.0,81,1,1.0,1.0,1,Single Frequency,81,High Revenue,3.8,High Promo Dependency,False
1216,20,1,20.0,20,1,1.0,1.0,1,Single Frequency,20,Low Revenue,2.6,High Promo Dependency,False
1217,32,1,32.0,32,1,1.0,1.0,1,Single Frequency,32,Low Revenue,3.7,High Promo Dependency,False
1218,63,1,63.0,63,1,1.0,1.0,1,Single Frequency,63,High Revenue,2.6,High Promo Dependency,False
1219,79,1,79.0,79,1,1.0,1.0,1,Single Frequency,79,High Revenue,3.1,High Promo Dependency,False
1220,23,1,23.0,23,1,1.0,1.0,1,Single Frequency,23,Low Revenue,2.5,High Promo Dependency,False
1221,64,1,64.0,64,1,1.0,1.0,1,Single Frequency,64,High Revenue,3.8,High Promo Dependency,False
1222,69,1,69.0,69,1,1.0,1.0,1,Single Frequency,69,High Revenue,4.5,High Promo Dependency,False
1223,69,1,69.0,69,1,1.0,1.0,1,Single Frequency,69,High Revenue,3.4,High Promo Dependency,False
1224,24,1,24.0,24,1,1.0,1.0,1,Single Frequency,24,Low Revenue,3.9,High Promo Dependency,False
1225,50,1,50.0,50,1,1.0,1.0,1,Single Frequency,50,Medium Revenue,3.7,High Promo Dependency,False
1226,97,1,97.0,97,1,1.0,1.0,1,Single Frequency,97,Very High Revenue,2.6,High Promo Dependency,False
1227,91,1,91.0,91,1,1.0,1.0,1,Single Frequency,91,Very High Revenue,3.4,High Promo Dependency,False
1228,37,1,37.0,37,1,1.0,1.0,1,Single Frequency,37,Low Revenue,4.9,High Promo Dependency,False
1229,55,1,55.0,55,1,1.0,1.0,1,Single Frequency,55,Medium Revenue,3.9,High Promo Dependency,False
1230,52,1,52.0,52,1,1.0,1.0,1,Single Frequency,52,Medium Revenue,3.6,High Promo Dependency,False
1231,80,1,80.0,80,1,1.0,1.0,1,Single Frequency,80,High Revenue,3.8,High Promo Dependency,False
1232,79,1,79.0,79,1,1.0,1.0,1,Single Frequency,79,High Revenue,4.0,High Promo Dependency,False
1233,23,1,23.0,23,1,1.0,1.0,1,Single Frequency,23,Low Revenue,3.6,High Promo Dependency,False
1234,73,1,73.0,73,1,1.0,1.0,1,Single Frequency,73,High Revenue,3.5,High Promo Dependency,False
1235,99,1,99.0,99,1,1.0,1.0,1,Single Frequency,99,Very High Revenue,4.1,High Promo Dependency,False
1236,22,1,22.0,22,1,1.0,1.0,1,Single Frequency,22,Low Revenue,3.0,High Promo Dependency,False
1237,68,1,68.0,68,1,1.0,1.0,1,Single Frequency,68,High Revenue,4.4,High Promo Dependency,False
1238,92,1,92.0,92,1,1.0,1.0,1,Single Frequency,92,Very High Revenue,4.4,High Promo Dependency,False
1239,77,1,77.0,77,1,1.0,1.0,1,Single Frequency,77,High Revenue,3.7,High Promo Dependency,False
1240,37,1,37.0,37,1,1.0,1.0,1,Single Frequency,37,Low Revenue,4.8,High Promo Dependency,False
1241,79,1,79.0,79,1,1.0,1.0,1,Single Frequency,79,High Revenue,2.9,High Promo Dependency,False
1242,51,1,51.0,51,1,1.0,1.0,1,Single Frequency,51,Medium Revenue,3.1,High Promo Dependency,False
1243,27,1,27.0,27,1,1.0,1.0,1,Single Frequency,27,Low Revenue,4.0,High Promo Dependency,False
1244,23,1,23.0,23,1,1.0,1.0,1,Single Frequency,23,Low Revenue,3.0,High Promo Dependency,False
1245,76,1,76.0,76,1,1.0,1.0,1,Single Frequency,76,High Revenue,3.9,High Promo Dependency,False
1246,31,1,31.0,31,1,1.0,1.0,1,Single Frequency,31,Low Revenue,3.4,High Promo Dependency,False
1247,60,1,60.0,60,1,1.0,1.0,1,Single Frequency,60,Medium Revenue,2.7,High Promo Dependency,False
1248,99,1,99.0,99,1,1.0,1.0,1,Single Frequency,99,Very High Revenue,3.8,High Promo Dependency,False
1249,37,1,37.0,37,1,1.0,1.0,1,Single Frequency,37,Low Revenue,3.0,High Promo Dependency,False
1250,50,1,50.0,50,1,1.0,1.0,1,Single Frequency,50,Medium Revenue,4.5,High Promo Dependency,False
1251,26,1,26.0,26,1,1.0,1.0,1,Single Frequency,26,Low Revenue,4.1,High Promo Dependency,False
1252,86,1,86.0,86,1,1.0,1.0,1,Single Frequency,86,Very High Revenue,5.0,High Promo Dependency,False
1253,41,1,41.0,41,1,1.0,1.0,1,Single Frequency,41,Medium Revenue,4.0,High Promo Dependency,False
1254,23,1,23.0,23,1,1.0,1.0,1,Single Frequency,23,Low Revenue,4.9,High Promo Dependency,False
1255,56,1,56.0,56,1,1.0,1.0,1,Single Frequency,56,Medium Revenue,3.3,High Promo Dependency,False
1256,68,1,68.0,68,1,1.0,1.0,1,Single Frequency,68,High Revenue,4.1,High Promo Dependency,False
1257,48,1,48.0,48,1,1.0,1.0,1,Single Frequency,48,Medium Revenue,3.6,High Promo Dependency,False
1258,67,1,67.0,67,1,1.0,1.0,1,Single Frequency,67,High Revenue,3.0,High Promo Dependency,False
1259,87,1,87.0,87,1,1.0,1.0,1,Single Frequency,87,Very High Revenue,4.1,High Promo Dependency,False
1260,64,1,64.0,64,1,1.0,1.0,1,Single Frequency,64,High Revenue,3.9,High Promo Dependency,False
1261,93,1,93.0,93,1,1.0,1.0,1,Single Frequency,93,Very High Revenue,4.1,High Promo Dependency,False
1262,29,1,29.0,29,1,1.0,1.0,1,Single Frequency,29,Low Revenue,2.8,High Promo Dependency,False
1263,62,1,62.0,62,1,1.0,1.0,1,Single Frequency,62,High Revenue,4.8,High Promo Dependency,False
1264,70,1,70.0,70,1,1.0,1.0,1,Single Frequency,70,High Revenue,4.6,High Promo Dependency,False
1265,92,1,92.0,92,1,1.0,1.0,1,Single Frequency,92,Very High Revenue,2.5,High Promo Dependency,False
1266,79,1,79.0,79,1,1.0,1.0,1,Single Frequency,79,High Revenue,2.7,High Promo Dependency,False
1267,31,1,31.0,31,1,1.0,1.0,1,Single Frequency,31,Low Revenue,4.0,High Promo Dependency,False
1268,83,1,83.0,83,1,1.0,1.0,1,Single Frequency,83,Very High Revenue,2.7,High Promo Dependency,False
1269,88,1,88.0,88,1,1.0,1.0,1,Single Frequency,88,Very High Revenue,2.9,High Promo Dependency,False
1270,53,1,53.0,53,1,1.0,1.0,1,Single Frequency,53,Medium Revenue,3.0,High Promo Dependency,False
1271,98,1,98.0,98,1,1.0,1.0,1,Single Frequency,98,Very High Revenue,3.3,High Promo Dependency,False
1272,57,1,57.0,57,1,1.0,1.0,1,Single Frequency,57,Medium Revenue,4.3,High Promo Dependency,False
1273,80,1,80.0,80,1,1.0,1.0,1,Single Frequency,80,High Revenue,4.4,High Promo Dependency,False
1274,29,1,29.0,29,1,1.0,1.0,1,Single Frequency,29,Low Revenue,4.1,High Promo Dependency,False
1275,73,1,73.0,73,1,1.0,1.0,1,Single Frequency,73,High Revenue,3.1,High Promo Dependency,False
1276,32,1,32.0,32,1,1.0,1.0,1,Single Frequency,32,Low Revenue,4.5,High Promo Dependency,False
1277,68,1,68.0,68,1,1.0,1.0,1,Single Frequency,68,High Revenue,4.8,High Promo Dependency,False
1278,97,1,97.0,97,1,1.0,1.0,1,Single Frequency,97,Very High Revenue,5.0,High Promo Dependency,False
1279,98,1,98.0,98,1,1.0,1.0,1,Single Frequency,98,Very High Revenue,2.8,High Promo Dependency,False
1280,56,1,56.0,56,1,1.0,1.0,1,Single Frequency,56,Medium Revenue,3.7,High Promo Dependency,False
1281,78,1,78.0,78,1,1.0,1.0,1,Single Frequency,78,High Revenue,4.4,High Promo Dependency,False
1282,81,1,81.0,81,1,1.0,1.0,1,Single Frequency,81,High Revenue,4.5,High Promo Dependency,False
1283,68,1,68.0,68,1,1.0,1.0,1,Single Frequency,68,High Revenue,3.0,High Promo Dependency,False
1284,94,1,94.0,94,1,1.0,1.0,1,Single Frequency,94,Very High Revenue,3.9,High Promo Dependency,False
1285,93,1,93.0,93,1,1.0,1.0,1,Single Frequency,93,Very High Revenue,3.9,High Promo Dependency,False
1286,99,1,99.0,99,1,1.0,1.0,1,Single Frequency,99,Very High Revenue,3.5,High Promo Dependency,False
1287,49,1,49.0,49,1,1.0,1.0,1,Single Frequency,49,Medium Revenue,4.9,High Promo Dependency,False
1288,28,1,28.0,28,1,1.0,1.0,1,Single Frequency,28,Low Revenue,3.4,High Promo Dependency,False
1289,93,1,93.0,93,1,1.0,1.0,1,Single Frequency,93,Very High Revenue,4.1,High Promo Dependency,False
1290,24,1,24.0,24,1,1.0,1.0,1,Single Frequency,24,Low Revenue,2.9,High Promo Dependency,False
1291,35,1,35.0,35,1,1.0,1.0,1,Single Frequency,35,Low Revenue,3.4,High Promo Dependency,False
1292,68,1,68.0,68,1,1.0,1.0,1,Single Frequency,68,High Revenue,3.2,High Promo Dependency,False
1293,61,1,61.0,61,1,1.0,1.0,1,Single Frequency,61,High Revenue,3.8,High Promo Dependency,False
1294,74,1,74.0,74,1,1.0,1.0,1,Single Frequency,74,High Revenue,4.1,High Promo Dependency,False
1295,64,1,64.0,64,1,1.0,1.0,1,Single Frequency,64,High Revenue,4.5,High Promo Dependency,False
1296,60,1,60.0,60,1,1.0,1.0,1,Single Frequency,60,Medium Revenue,2.8,High Promo Dependency,False
1297,29,1,29.0,29,1,1.0,1.0,1,Single Frequency,29,Low Revenue,2.8,High Promo Dependency,False
1298,85,1,85.0,85,1,1.0,1.0,1,Single Frequency,85,Very High Revenue,4.6,High Promo Dependency,False
1299,81,1,81.0,81,1,1.0,1.0,1,Single Frequency,81,High Revenue,3.0,High Promo Dependency,False
1300,23,1,23.0,23,1,1.0,1.0,1,Single Frequency,23,Low Revenue,3.6,High Promo Dependency,False
1301,100,1,100.0,100,1,1.0,1.0,1,Single Frequency,100,Very High Revenue,4.5,High Promo Dependency,False
1302,54,1,54.0,54,1,1.0,1.0,1,Single Frequency,54,Medium Revenue,5.0,High Promo Dependency,False
1303,25,1,25.0,25,1,1.0,1.0,1,Single Frequency,25,Low Revenue,2.9,High Promo Dependency,False
1304,32,1,32.0,32,1,1.0,1.0,1,Single Frequency,32,Low Revenue,3.1,High Promo Dependency,False
1305,63,1,63.0,63,1,1.0,1.0,1,Single Frequency,63,High Revenue,4.0,High Promo Dependency,False
1306,56,1,56.0,56,1,1.0,1.0,1,Single Frequency,56,Medium Revenue,4.5,High Promo Dependency,False
1307,33,1,33.0,33,1,1.0,1.0,1,Single Frequency,33,Low Revenue,4.5,High Promo Dependency,False
1308,32,1,32.0,32,1,1.0,1.0,1,Single Frequency,32,Low Revenue,3.1,High Promo Dependency,False
1309,38,1,38.0,38,1,1.0,1.0,1,Single Frequency,38,Low Revenue,4.4,High Promo Dependency,False
1310,21,1,21.0,21,1,1.0,1.0,1,Single Frequency,21,Low Revenue,4.7,High Promo Dependency,False
1311,59,1,59.0,59,1,1.0,1.0,1,Single Frequency,59,Medium Revenue,3.1,High Promo Dependency,False
1312,87,1,87.0,87,1,1.0,1.0,1,Single Frequency,87,Very High Revenue,4.2,High Promo Dependency,False
1313,79,1,79.0,79,1,1.0,1.0,1,Single Frequency,79,High Revenue,3.0,High Promo Dependency,False
1314,28,1,28.0,28,1,1.0,1.0,1,Single Frequency,28,Low Revenue,3.8,High Promo Dependency,False
1315,67,1,67.0,67,1,1.0,1.0,1,Single Frequency,67,High Revenue,3.4,High Promo Dependency,False
1316,75,1,75.0,75,1,1.0,1.0,1,Single Frequency,75,High Revenue,4.2,High Promo Dependency,False
1317,32,1,32.0,32,1,1.0,1.0,1,Single Frequency,32,Low Revenue,4.6,High Promo Dependency,False
1318,43,1,43.0,43,1,1.0,1.0,1,Single Frequency,43,Medium Revenue,2.8,High Promo Dependency,False
1319,93,1,93.0,93,1,1.0,1.0,1,Single Frequency,93,Very High Revenue,2.7,High Promo Dependency,False
1320,24,1,24.0,24,1,1.0,1.0,1,Single Frequency,24,Low Revenue,4.0,High Promo Dependency,False
1321,31,1,31.0,31,1,1.0,1.0,1,Single Frequency,31,Low Revenue,3.1,High Promo Dependency,False
1322,84,1,84.0,84,1,1.0,1.0,1,Single Frequency,84,Very High Revenue,3.7,High Promo Dependency,False
1323,74,1,74.0,74,1,1.0,1.0,1,Single Frequency,74,High Revenue,4.0,High Promo Dependency,False
1324,62,1,62.0,62,1,1.0,1.0,1,Single Frequency,62,High Revenue,4.6,High Promo Dependency,False
1325,77,1,77.0,77,1,1.0,1.0,1,Single Frequency,77,High Revenue,3.8,High Promo Dependency,False
1326,73,1,73.0,73,1,1.0,1.0,1,Single Frequency,73,High Revenue,3.5,High Promo Dependency,False
1327,50,1,50.0,50,1,1.0,1.0,1,Single Frequency,50,Medium Revenue,3.8,High Promo Dependency,False
1328,40,1,40.0,40,1,1.0,1.0,1,Single Frequency,40,Medium Revenue,2.8,High Promo Dependency,False
1329,97,1,97.0,97,1,1.0,1.0,1,Single Frequency,97,Very High Revenue,3.7,High Promo Dependency,False
1330,63,1,63.0,63,1,1.0,1.0,1,Single Frequency,63,High Revenue,3.3,High Promo Dependency,False
1331,65,1,65.0,65,1,1.0,1.0,1,Single Frequency,65,High Revenue,2.9,High Promo Dependency,False
1332,91,1,91.0,91,1,1.0,1.0,1,Single Frequency,91,Very High Revenue,3.2,High Promo Dependency,False
1333,60,1,60.0,60,1,1.0,1.0,1,Single Frequency,60,Medium Revenue,4.3,High Promo Dependency,False
1334,69,1,69.0,69,1,1.0,1.0,1,Single Frequency,69,High Revenue,2.7,High Promo Dependency,False
1335,52,1,52.0,52,1,1.0,1.0,1,Single Frequency,52,Medium Revenue,3.8,High Promo Dependency,False
1336,49,1,49.0,49,1,1.0,1.0,1,Single Frequency,49,Medium Revenue,4.8,High Promo Dependency,False
1337,85,1,85.0,85,1,1.0,1.0,1,Single Frequency,85,Very High Revenue,4.8,High Promo Dependency,False
1338,86,1,86.0,86,1,1.0,1.0,1,Single Frequency,86,Very High Revenue,3.4,High Promo Dependency,False
1339,51,1,51.0,51,1,1.0,1.0,1,Single Frequency,51,Medium Revenue,2.6,High Promo Dependency,False
1340,56,1,56.0,56,1,1.0,1.0,1,Single Frequency,56,Medium Revenue,5.0,High Promo Dependency,False
1341,72,1,72.0,72,1,1.0,1.0,1,Single Frequency,72,High Revenue,4.4,High Promo Dependency,False
1342,27,1,27.0,27,1,1.0,1.0,1,Single Frequency,27,Low Revenue,3.8,High Promo Dependency,False
1343,43,1,43.0,43,1,1.0,1.0,1,Single Frequency,43,Medium Revenue,3.4,High Promo Dependency,False
1344,56,1,56.0,56,1,1.0,1.0,1,Single Frequency,56,Medium Revenue,3.4,High Promo Dependency,False
1345,37,1,37.0,37,1,1.0,1.0,1,Single Frequency,37,Low Revenue,4.9,High Promo Dependency,False
1346,21,1,21.0,21,1,1.0,1.0,1,Single Frequency,21,Low Revenue,3.6,High Promo Dependency,False
1347,91,1,91.0,91,1,1.0,1.0,1,Single Frequency,91,Very High Revenue,3.0,High Promo Dependency,False
1348,95,1,95.0,95,1,1.0,1.0,1,Single Frequency,95,Very High Revenue,3.9,High Promo Dependency,False
